33934	1
39615	2
15233	3
5794	4
4845	5
5842	6
2201	7
329	8
16676	9
18522	10
19860	11
2710	12
10545	13
7756	14
5352	15
748	16
39961	17
37882	18
1357	19
31796	20
9758	21
34627	22
38464	23
4434	24
22534	25
9816	26
2360	27
13497	28
21815	29
9369	30
8117	31
10910	32
5367	33
199	34
34848	35
4699	36
28	37
29643	38
11186	39
2324	40
33673	41
6569	42
1426	43
746	44
4396	45
309	46
1734	47
145	48
5118	49
16684	50
9197	51
39262	52
10167	53
29359	54
8123	55
9475	56
2516	57
31368	58
7145	59
38265	60
1377	61
3054	62
2338	63
761	64
6753	65
17898	66
30365	67
1845	68
30012	69
34	70
781	71
7805	72
1289	73
6839	74
6671	75
1734	76
6363	77
4375	78
11178	79
19177	80
2324	81
11069	82
8090	83
4736	84
38674	85
5377	86
35382	87
12862	88
2733	89
26868	90
2324	91
3274	92
5316	93
1336	94
6147	95
83	96
14200	97
36342	98
5794	99
25556	100
3407	101
41226	102
26994	103
34692	104
4246	105
329	106
20121	107
35341	108
3794	109
1734	110
13727	111
2809	112
21436	113
7312	114
761	115
153	116
2161	117
329	118
3521	119
12166	120
2113	121
13727	122
1338	123
576	124
4298	125
576	126
29032	127
34801	128
35397	129
2145	130
30556	131
2113	132
8331	133
14681	134
3986	135
7503	136
297	137
11676	138
2708	139
23390	140
26576	141
1268	142
3986	143
8090	144
39478	145
2324	146
18557	147
761	148
156	149
2706	150
631	151
120	152
16798	153
3587	154
17388	155
41252	156
2269	157
761	158
37339	159
20526	160
4706	161
6414	162
32347	163
26737	164
8248	165
3521	166
11178	167
2202	168
32245	169
6574	170
22139	171
5979	172
18557	173
761	174
20885	175
17933	176
14120	177
37388	178
12315	179
7802	180
329	181
36186	182
14630	183
37979	184
38389	185
761	186
3372	187
11912	188
4253	189
8543	190
32644	191
5269	192
5979	193
38319	194
18382	195
32087	196
10858	197
36891	198
41350	199
1931	200
10768	201
5984	202
4198	203
9033	204
4602	205
2927	206
1242	207
319	208
19360	209
1372	210
1372	211
9777	212
9964	213
2893	214
2893	215
16753	216
5108	217
707	218
6189	219
23082	220
5179	221
3044	222
2552	223
40665	224
7668	225
7668	226
5313	227
8771	228
27061	229
3044	230
2401	231
10261	232
11693	233
6746	234
4050	235
4478	236
10603	237
6255	238
13986	239
12542	240
4642	241
4899	242
1341	243
6902	244
19115	245
4478	246
4777	247
5645	248
7148	249
31784	250
20390	251
6105	252
28995	253
3459	254
3459	255
30974	256
40107	257
3459	258
20624	259
17045	260
3478	261
6302	262
1869	263
1030	264
22414	265
1242	266
24376	267
21926	268
1867	269
27270	270
4729	271
7705	272
29379	273
18919	274
834	275
8788	276
6213	277
6672	278
13733	279
1851	280
5987	281
42388	282
8423	283
35434	284
14748	285
2283	286
16732	287
26789	288
5892	289
26671	290
3372	291
41820	292
1980	293
22868	294
9526	295
6067	296
42936	297
12460	298
1290	299
20156	300
2243	301
9459	302
1152	303
6667	304
4606	305
4606	306
718	307
467	308
897	309
29659	310
7730	311
11178	312
13920	313
3521	314
19940	315
40910	316
27606	317
115	318
4729	319
6667	320
2526	321
267	322
19716	323
3986	324
3521	325
5979	326
19439	327
4851	328
30991	329
5979	330
748	331
40615	332
1689	333
4223	334
4784	335
188	336
828	337
354	338
7805	339
40289	340
16555	341
14775	342
13966	343
8984	344
22288	345
4602	346
5975	347
38353	348
8567	349
883	350
1674	351
11222	352
1734	353
31954	354
12642	355
7957	356
1379	357
11129	358
11772	359
3533	360
35522	361
1341	362
19294	363
4265	364
1689	365
869	366
28825	367
27416	368
329	369
22549	370
2271	371
3794	372
29829	373
153	374
1734	375
2497	376
9704	377
16151	378
6119	379
2531	380
31626	381
695	382
3123	383
30440	384
3986	385
20244	386
6122	387
39613	388
8408	389
4396	390
8639	391
15388	392
1827	393
24399	394
19297	395
4440	396
36628	397
20695	398
34	399
20550	400
1006	401
19181	402
19730	403
70	404
10202	405
401	406
7910	407
23827	408
37159	409
5326	410
5269	411
2983	412
10431	413
3828	414
40018	415
12705	416
5488	417
5848	418
19041	419
739	420
674	421
2476	422
26468	423
37350	424
2113	425
2133	426
16521	427
3581	428
20538	429
7762	430
2889	431
5227	432
18981	433
1372	434
9777	435
12855	436
28326	437
14200	438
4226	439
356	440
18102	441
11711	442
3439	443
4233	444
19474	445
3178	446
5216	447
2401	448
9411	449
40343	450
11573	451
2401	452
12818	453
5778	454
37837	455
3621	456
8866	457
20566	458
16521	459
17319	460
12106	461
41477	462
22123	463
22102	464
19810	465
1680	466
3340	467
583	468
20600	469
17362	470
464	471
239	472
578	473
1168	474
6302	475
15464	476
10371	477
8247	478
31028	479
8728	480
2774	481
30690	482
204	483
3701	484
12437	485
18438	486
8420	487
811	488
578	489
761	490
25824	491
8407	492
25515	493
536	494
6315	495
4905	496
13479	497
7736	498
2394	499
2567	500
10446	501
16741	502
18422	503
20633	504
15360	505
10479	506
1242	507
4253	508
8511	509
9661	510
14297	511
7282	512
12781	513
2283	514
319	515
18586	516
26309	517
40103	518
13681	519
1373	520
104	521
407	522
10949	523
319	524
16230	525
38873	526
5096	527
6159	528
27458	529
4845	530
20010	531
18335	532
3597	533
5030	534
12264	535
35898	536
7289	537
1686	538
6451	539
10947	540
19716	541
40324	542
1127	543
121	544
18540	545
34924	546
27216	547
9	548
10317	549
15240	550
27852	551
9994	552
250	553
37349	554
35330	555
3477	556
17519	557
40613	558
4375	559
29873	560
86	561
17083	562
12522	563
2338	564
7641	565
23475	566
29700	567
