2767	109	6	7.46
1530	7573	22	382
302	39	178	932.91
6509	7074	4	66.35
1710	2564	3	27.7
888	6350	5	57.59
207	663	32	196.21
1650	808	3	19.46
307	1329	4	18.67
442	4480	7	67.8
338	124	15	23.07
411	1433	14	110
190	10086	3	24.83
101	10662	3	4.74
7123	101	4	4.09
808	268	5	18.67
771	356	3	9.8
16	369	35	37.57
2184	1961	4	38.89
2177	1094	7	66.82
12371	101	3	5.88
143	4693	8	55.75
2077	797	3	21.01
1570	377	6	37.26
1019	190	4	11.18
508	2366	10	88.65
1173	340	3	12.11
188	693	3	4.65
14895	14	7	34.13
695	108	16	6.1
1143	243	3	9.46
20715	101	4	17.97
121	3273	3	8.77
1422	124	4	7.27
462	162	4	4.35
4040	1807	25	385.15
22219	4778	5	107.82
1040	203	10	47.23
11585	103	3	7.25
276	7668	3	25.7
1339	39	7	14.12
2843	396	6	47.05
103	1168	18	6.09
104	1556	33	64.77
106	1787	9	5.65
641	891	3	14.03
2718	107	8	12.13
551	248	4	9.35
1346	6017	10	138.08
1606	243	4	17.66
287	7376	4	36.71
1066	157	3	5.29
966	3161	4	36.67
20920	101	4	17.97
6264	116	4	19.57
397	21766	4	57.34
105	3569	17	54.76
106	3182	6	6.48
290	494	30	194.46
579	4958	4	37.4
105	1199	41	94.43
1664	185	15	94.76
39	15721	3	21.75
17955	569	4	55.68
759	5504	3	28.96
1916	13549	3	44.09
5479	1799	16	245.1
6539	337	5	48.01
155	248	7	4.65
154	371	6	6.64
2774	14	60	240.33
5424	244	4	30.93
246	159	8	7.65
914	216	12	59.5
2477	349	4	25.5
1390	301	3	12.42
249	7090	7	68.98
561	157	6	10.64
562	525	59	551.6
526	108	23	11.13
6571	102	4	4.28
7593	101	6	11.34
184	572	4	6.59
665	251	6	20.83
9069	14	9	31.53
152	1368	9	37.79
4367	193	4	25.42
314	433	6	19.55
766	7700	9	118.71
1480	1571	3	23
258	4290	3	19.92
938	169	6	18.57
815	15378	5	73
134	3717	3	12.08
1081	9267	9	131.82
101	1629	31	33.45
104	146	250	166.73
3160	148	3	12.09
131	186	13	5.87
1147	188	4	11.97
1247	3257	8	89.97
104	2781	16	31.63
286	644	4	11.96
258	230	10	23.43
101	1494	19	6.09
7414	101	4	4.51
104	934	66	147.19
14355	103	4	15.09
129	157	32	33.9
554	3466	3	22.85
454	224	3	4.09
1476	222	13	82.41
900	126	25	108.71
101	8060	5	8.48
184	755	3	4.91
2232	107	7	6.44
628	608	12	78.85
279	1007	4	15.54
429	448	7	29.25
2575	571	3	20.63
3944	4067	3	38.36
1520	103	17	10.13
417	7279	3	27.69
101	32678	3	19.08
235	209	19	55.12
260	125	11	7.45
417	1699	11	85.92
574	256	3	6.08
3289	26350	4	81.72
5832	281	5	44.29
287	15513	6	78.03
101	13225	3	6.35
150	1503	4	11.25
2665	101	31	67.11
626	104	48	46.05
117	689	18	44.61
2098	880	4	31.37
502	378	8	35.41
503	239	5	12.34
1909	1574	3	24.88
102	9264	8	27.46
982	437	3	12.52
101	8472	5	9.24
883	1572	3	19.71
564	1036	7	44.93
8046	107	4	12.32
6661	30356	3	67.52
126	28026	3	31.18
1109	1411	3	20.46
3154	103	13	20.46
106	9959	3	8.3
102	13192	3	7.22
13829	106	5	25.01
654	109	15	4.51
150	1879	9	43.84
354	1345	3	13.3
479	1593	12	98.14
12469	109	3	12.03
3068	185	25	227.84
1570	661	3	17.84
1058	578	5	29.25
200	1557	3	9.67
650	113	53	222.29
168	344	46	231.15
745	668	3	13.03
110	4014	4	10.28
509	3347	5	42.07
546	4070	4	34.67
6140	45	4	19.1
352	360	34	221.58
987	335	4	16.86
1641	254	4	18.57
709	606	4	18.57
4382	103	5	4
142	1685	3	7.12
138	109	1730	8684.51
1156	107	17	18.68
681	465	23	173.82
9792	116	11	98.21
101	11472	7	25.71
5486	108	3	4.83
4179	288	5	39.41
1016	2317	4	33.59
101	9633	6	15.57
888	2135	4	31.57
1838	168	13	78.69
104	12594	3	9.32
179	3496	5	29.76
146	1690	16	91.03
7461	106	3	5.83
517	9456	6	73.08
2859	141	20	147.25
241	1031	6	25.42
6375	8	22	239.29
212	148	9	5.14
1593	107	14	18.81
468	3601	3	22.36
2611	112	7	23.25
2480	1145	5	46.32
472	671	4	16.43
985	119	11	28.1
2145	101	26	34.47
110	888	7	3.87
14454	4925	5	94.36
233	1524	9	51.93
107	3386	5	6.27
7156	212	7	65.51
12673	21065	4	94.25
477	2779	3	20.34
6522	104	6	14.43
1537	153	4	11.7
539	479	5	20.67
2373	7479	4	55.13
315	1113	8	45.66
312	454	5	15
787	117	20	58.54
1301	300	4	18.26
31210	201	3	41.43
251	396	4	7.33
1453	7103	3	35.46
3624	103	6	4.19
878	139	5	9.25
20544	14	5	27.61
103	756	57	69.08
1119	113	55	301.57
102	1688	29	37.5
129	193	13	5.27
130	2961	3	9.32
23309	101	4	20.52
104	2867	7	5.19
7714	236	3	24.37
391	622	12	68.04
104	4319	8	14.61
585	199	6	15.36
101	5903	5	4.82
1574	104	12	5.63
3620	101	19	38.78
1184	7230	3	34.39
105	6399	3	4.65
390	322	3	5.61
484	156	11	28.59
583	107	33	33.04
1511	1269	3	21.8
522	176	9	25.25
23000	744	4	62.33
101	1718	21	13.34
10137	101	6	17.02
699	252	4	11.28
6428	107	3	5.74
227	3593	4	25.33
2174	105	7	4.17
165	150	72	250.24
19729	515	3	40.04
1757	125	24	138.48
2335	621	3	20.31
3591	1360	4	41
4456	102	7	7.59
7049	1125	3	33.81
24900	2155	3	53.36
402	319	3	5.68
8327	45	7	49.18
3350	405	8	71.18
3890	164	6	38.7
247	1236	3	10.23
1242	558	3	15.41
2127	109	6	4.54
492	343	5	16.59
880	229	3	7.54
283	207	9	18.65
661	14	352	1525.71
2328	3306	4	45.21
10396	1840	3	40.85
868	234	6	22.9
102	6713	32	214.1
239	8304	5	47.09
441	13275	3	34.5
102	1041	24	7.88
10648	14	7	24.87
603	199	3	4.35
1217	245	4	15.49
135	284	7	4.08
1664	104	13	8.34
159	1095	4	9.95
766	411	3	10.39
102	2768	9	4.69
104	1602	42	104.13
2652	110	7	17.78
12759	106	9	58.51
1697	1722	3	24.77
8632	108	3	8.59
158	373	6	7.58
829	229	11	53.18
321	1474	7	42.52
18550	109	3	16.35
458	127	27	87.56
621	9470	8	106.06
488	2721	4	29.31
24567	45	4	44.18
103	6220	5	8.08
1029	765	3	15.97
2360	128	3	7.54
794	670	12	87.05
858	349	44	388.65
1267	218	3	9.22
11724	109	3	11.55
5873	149	5	34.41
187	237	6	4.84
725	153	27	134.69
2772	157	6	30.95
127	294	8	4.48
124	697	6	7.37
152	4874	4	23.53
186	4822	5	35.08
1106	199	3	7.64
10498	14	15	86.68
2109	122	3	5.74
186	11345	4	37.1
5592	582	5	51.19
16670	6289	3	56.39
142	1228	8	28.37
1226	1156	11	101.93
101	10072	4	7.56
354	17888	3	36.64
531	221	3	4.68
150	4654	3	15.31
114	645	8	7.12
1355	156	8	31.97
846	465	3	12
269	194	6	7.05
9283	16	3	11.41
784	3583	17	205.71
270	2208	3	14.86
114	431	28	62.45
1707	158	10	51.26
843	245	6	23.17
272	1276	6	30.67
4596	101	26	89.42
568	668	3	11.49
618	21800	4	60.92
708	2244	5	39.85
13791	3769	9	177.9
8636	2850	3	42.58
2791	381	6	46.17
229	2181	3	13.27
139	272	22	50.67
1732	515	4	25.12
112	681	8	7.4
204	1189	5	18.46
7194	365	5	50.53
3516	110	3	5.16
711	2430	3	21.43
809	145	5	9.4
2820	101	16	18.05
329	1794	5	29.65
235	659	4	10.04
142	597	139	1082.57
4417	118	3	10.43
611	315	4	12.54
260	3056	6	42.7
1568	114	6	11.64
1535	2033	3	25.23
8149	106	4	11.07
925	584	4	20.56
414	259	9	30.72
5085	101	7	7.9
122	9858	14	142.9
39	1424	4	4.85
271	3983	3	19.75
107	17577	3	15.81
146	2186	3	9.06
240	1036	3	8.75
4714	935	4	41.03
1840	1261	3	23.24
2003	107	9	9.78
6547	125	5	31.13
6161	108	3	5.72
1077	3139	3	26.36
272	2365	4	22.88
27138	347	3	41.54
3239	128	3	9.91
237	695	7	25.44
1866	2014	4	37.67
146	2976	9	54.06
2316	255	4	21.91
4806	101	21	65.11
1534	163	3	8.23
483	2244	4	27.23
2975	103	7	3.93
1983	975	21	238.89
864	1485	20	205.27
297	244	4	5.15
771	194	3	5.34
1767	107	9	7.95
167	131	14	5.39
166	523	22	95.92
1392	8799	6	83.66
108	956	19	19.72
1550	3729	43	698.51
22976	222	5	70.91
944	477	3	12.86
2261	162	3	10.64
152	122	20	4.66
2227	138	5	18.61
187	510	8	21.59
1063	280	4	15.96
491	129	9	13.25
102	4791	19	60.39
9782	101	11	44.78
323	1959	6	38.66
135	742	11	30.87
132	127	42	38.53
606	274	3	6.93
2362	1163	4	34.89
436	9964	4	44.1
2263	17978	3	48.66
1218	134	19	93.46
605	670	13	89.08
3165	118	6	23.56
999	228	3	8.27
101	4694	11	18.66
458	687	3	10.55
682	16073	6	88.59
1145	503	5	28.77
855	2153	3	21.79
309	714	3	8.56
282	299	8	22.74
314	7405	6	61.78
593	832	3	13.14
121	439	7	4.34
308	3382	7	56.94
630	867	16	126.81
2741	172	3	12.51
1716	939	11	105.45
664	2816	3	22.27
3596	6270	3	41.39
5297	101	9	14.91
102	18629	3	10.8
760	257	3	7.61
6323	106	4	8.23
1811	416	12	97.91
314	153	6	5.28
465	106	48	45.27
933	17317	4	58.43
2416	151	3	10.07
2507	102	10	4.75
403	187	7	14.23
169	9717	3	23.51
913	247	7	30.54
246	7649	3	24.48
2297	110	4	5.08
13171	106	4	16.98
287	524	4	10.62
608	117	9	10.23
105	1061	51	124.66
192	1113	3	7.46
106	673	18	3.96
1544	446	12	95.21
2082	125	3	6.43
519	1846	3	17.64
105	6637	22	133.89
422	1284	6	35.92
103	6734	10	32.05
425	111	14	11.27
7678	104	4	8.3
4278	108	6	13.14
2272	754	4	30.71
2269	102	12	6.56
226	1278	4	15.17
636	122	6	5.48
1483	23061	5	91.88
5514	268	7	65.12
498	454	4	13.81
1035	173	6	19.82
104	21698	3	15.74
730	163	13	51.3
726	1743	23	243.2
185	723	3	4.68
157	2291	4	15.49
9292	102	3	4.38
910	598	3	13.78
101	22574	3	12.52
530	103	32	4.13
3593	14	40	155.7
5548	107	3	4.69
1686	608	5	34.93
277	1183	29	236.83
10316	1536	3	39.56
2021	665	5	37.91
103	5609	4	4.05
454	3548	3	21.95
10557	381	4	44.07
1539	102	20	12.02
1575	151	17	97.48
122	23259	3	27.98
13534	45	11	121.51
1314	1062	3	19.76
763	785	11	80.51
102	3005	13	15.53
3865	114	3	8.42
285	1232	6	30.76
105	3376	13	32.8
129	1360	4	7.53
132	932	4	5.7
101	2908	15	16.48
105	1736	55	205.94
106	2107	12	15.66
103	1489	17	9.63
104	1365	25	31.22
584	1389	5	32.22
903	39	22	72.89
426	1183	3	13.43
246	3085	6	41.56
3248	106	6	6.77
533	27300	3	44.05
126	185	199	958.21
171	14082	3	27.92
857	492	3	12.37
11853	5593	3	51.46
2958	115	3	6.76
5194	212	7	57.72
11426	45	3	18.68
6604	101	7	12.62
2193	1094	3	23.5
8593	104	3	5.77
217	1899	5	24.47
108	13698	3	12.91
867	16553	3	41.05
369	1456	3	13.9
977	2456	7	67.25
102	20928	5	28.12
560	240	4	9.03
4073	107	4	5.25
4278	134	3	13.17
105	2474	36	134.3
105	249	147	227.06
2268	3485	3	32.34
5949	566	4	39.42
4069	111	3	7.73
105	4950	16	65.49
484	691	8	44.35
10462	777	7	95.68
7107	101	10	27.11
2402	218	3	13.44
102	7622	10	32.53
1311	6046	3	33.37
424	522	5	18.92
105	4303	6	10.53
1507	1042	6	49.31
101	5427	5	3.96
8476	104	3	5.54
453	141	20	63.63
871	314	8	41.49
105	6668	14	67.4
102	7774	5	9.5
637	2159	3	19.91
320	219	9	22.41
103	2443	10	6.48
5885	571	3	27.83
105	1088	14	6.73
101	1947	14	4.68
5846	14	15	47.8
638	178	7	19.06
7659	2037	5	69.89
166	10092	5	45.32
2058	102	18	16.48
1073	149	3	5.02
588	249	4	9.96
875	6878	9	117.86
187	1121	4	11.76
6894	101	5	6.62
9580	107	6	27.2
1241	414	14	106.41
408	26123	4	62.45
2677	894	7	67.64
1203	2363	6	57.91
18029	239	3	33.42
1026	110	23	61.13
13425	101	4	11.61
1501	2366	4	37.11
386	1705	3	15.31
326	1324	4	19.06
2372	207	3	12.87
2342	127	3	7.44
1283	1656	3	22.6
293	862	4	14.67
108	1823	8	6.8
3508	939	4	37.56
410	216	11	34.91
103	9282	3	5.25
1046	108	12	6.76
8495	107	3	8.04
6064	104	6	13.16
2963	2759	4	45.84
507	655	6	29.61
11622	103	5	17.53
101	15953	3	8.13
8550	14	9	29.57
148	613	4	4.69
1745	101	48	95.5
2862	3218	3	33.66
303	1673	3	13.7
410	5180	6	57.59
1709	112	4	5.66
146	1206	29	178.21
2734	107	5	4.13
3756	109	10	28.88
115	377	14	14.13
363	10997	12	170.15
5224	125	3	13.54
101	10109	4	7.56
474	159	5	7.09
374	211	6	11.45
2583	387	3	18.33
10575	102	3	5.56
1307	8777	4	51.63
7120	110	15	107.96
841	303	26	191.3
331	116	202	1168.88
9217	217	7	72.44
4287	142	5	28.69
1123	4030	3	28.73
659	16156	5	72.45
8574	107	5	19.01
107	1163	10	4.23
110	603	15	15.17
139	1085	163	1550.21
15353	704	4	54.58
8503	14	16	77.69
5928	21263	4	83.74
3005	228	3	15.82
848	21101	5	85.8
1797	167	5	20.54
185	13435	10	129.07
108	2776	7	9.99
1123	178	63	526.69
110	1357	13	28.33
1189	112	12	30.95
167	110	64	56.4
139	1387	66	522.83
1083	700	3	15.78
1019	383	4	18.1
1437	450	3	15
145	157	17	11.43
2220	111	4	6.55
1647	374	11	82.94
105	14128	5	26.21
846	2049	4	30.77
505	3520	3	22.51
5200	1333	9	117.63
103	9911	3	5.82
1524	101	19	6.63
1494	316	4	19.85
2576	107	11	21.23
2549	845	3	22.99
145	927	3	3.93
101	14659	3	7.46
1229	103	22	14.21
117	2644	5	14.87
238	227	5	4.93
480	197	6	13.27
1123	4359	4	41.58
107	4733	16	70.19
2556	111	6	15.88
2257	12366	3	44.13
167	4415	20	190.64
959	520	3	13.33
3069	2397	3	31.76
110	7724	3	11.59
382	1767	3	15.52
107	2254	48	218.35
16	906	11	8.32
